transaction_id,user_id,product_id,amount,date,zscore,amount_wins,year,month,day,payment_encoded,payment_type_Cash,payment_type_Credit Card,payment_type_Debit Card,payment_type_Net Banking,payment_type_UPI,payment_type_Wallet,spending_group,log_amount,amount_std,amount_minmax,name,age,gender,city,registration_date,product_name,category,price,stock,last_purchase,days_since_last_purchase,purchase_frequency,avg_monthly_spend,category_total_spend
T000220,U0116,P033,56.86,2025-06-14,-0.23648348272980063,56.86,2025,6,14,2,False,False,True,False,False,False,Medium,4.058026299547989,-0.10995206291533878,0.3443555181128896,Aditya Roy,34,Female,Patna,2022-07-19,Product_033,Clothing,3874.48,45,2025-06-30,268,11,54.52,159.60999999999999
T000223,U0129,P024,47.02,2025-03-01,-0.4531692823972976,47.02,2025,3,1,2,False,False,True,False,False,False,Low,3.8716175907931074,-0.430144224330918,0.275273799494524,Arjun Das,32,Male,Indore,2023-02-22,Product_024,Home,2509.0,267,2025-03-01,389,7,36.71,207.53
T000224,U0021,P024,97.8,2023-02-27,0.6650527610087491,97.8,2023,2,27,2,False,False,True,False,False,False,Medium,4.593097604753822,1.2222295517547646,0.6317747823645044,Ishaan Gupta,43,Male,Patna,2024-06-16,Product_024,Home,2509.0,267,2024-07-16,617,4,97.8,97.8
T000225,U0082,P007,80.42,2024-11-17,0.28232926525457247,80.42,2024,11,17,5,False,False,False,False,False,True,Medium,4.399620943074833,0.6566868926691174,0.5097584948048302,Ishaan Verma,34,Male,Lucknow,2024-02-29,Product_007,Books,2084.59,134,2025-10-02,174,7,80.42,188.73000000000002
T000226,U0038,P009,124.11,2024-08-10,1.2444230241440994,124.071,2024,8,10,1,False,True,False,False,False,False,High,4.829193350329309,2.0783531052958106,0.8164841336703174,Vivaan Ghosh,18,Other,Bengaluru,2022-03-29,Product_009,Clothing,1799.44,163,2025-04-23,336,4,91.13499999999999,124.11
T000227,U0121,P045,30.6,2025-08-18,-0.8147527001351332,30.6,2025,8,18,2,False,False,True,False,False,False,Low,3.4531571205928664,-0.9644486237662648,0.15999719180005617,Ira Kapoor,38,Other,Lucknow,2024-08-30,Product_045,Grocery,992.11,139,2025-08-18,219,7,30.6,30.6
T000228,U0115,P040,82.4,2023-06-12,0.3259306761632762,82.4,2023,6,12,1,False,True,False,False,False,False,Medium,4.423648309364701,0.7211158031978622,0.5236590845268183,Aarav Verma,30,Male,Bhopal,2023-09-18,Product_040,Grocery,4011.76,36,2025-10-15,161,6,82.4,118.68
T000229,U0005,P017,103.03,2023-11-03,0.7802221443686078,103.03,2023,11,3,2,False,False,True,False,False,False,High,4.644679319082804,1.3924129871412971,0.6684919966301601,Sara Sharma,30,Other,Chennai,2024-01-04,Product_017,Beauty,3697.53,235,2025-06-22,276,6,103.03,103.03
T000230,U0141,P047,19.01,2025-05-16,-1.069975100353252,21.137,2025,5,16,0,True,False,False,False,False,False,Low,2.996232148595642,-1.3415855293360377,0.07862959842740803,Anaya Nair,33,Female,Jaipur,2024-02-10,Product_047,Electronics,1846.57,300,2025-09-15,191,9,19.01,168.29999999999998
T000231,U0029,P050,26.84,2024-05-01,-0.8975513390324694,26.84,2024,5,1,4,False,False,False,False,True,False,Low,3.326473835466219,-1.086798474063275,0.13360011232799776,Sara Roy,27,Other,Jaipur,2024-09-21,Product_050,Toys,2833.37,45,2025-10-08,168,3,26.84,88.32
T000232,U0078,P008,16.06,2024-05-03,-1.1349367984243006,21.137,2024,5,3,1,False,True,False,False,False,False,Low,2.836736542063533,-1.4375780980531068,0.057919123841617515,Vihaan Kapoor,29,Male,Jaipur,2022-10-16,Product_008,Books,4534.16,161,2024-10-22,519,4,16.06,16.06
T000233,U0108,P041,46.45,2025-07-25,-0.4657212037195002,46.45,2025,7,25,0,True,False,False,False,False,False,Low,3.859676525055937,-0.44869194099828386,0.27127211457455774,Saanvi Singh,33,Female,Vadodara,2024-05-03,Product_041,Home,3218.83,273,2025-07-25,243,6,46.45,112.66
T000234,U0017,P008,83.98,2023-02-03,0.3607237212318377,83.98,2023,2,3,3,False,False,False,True,False,False,Medium,4.442415934686665,0.7725287722056482,0.5347514743049705,Ishaan Gupta,23,Other,Pune,2023-07-01,Product_008,Books,4534.16,161,2025-09-07,199,5,83.98,83.98
T000235,U0162,P033,134.48,2024-05-10,1.4727799085497848,124.071,2024,5,10,0,True,False,False,False,False,False,High,4.908824027949571,2.4157913892266594,0.8892867172142656,Muhammad Mehta,38,Female,Lucknow,2022-10-14,Product_033,Clothing,3874.48,45,2025-02-22,396,6,79.60499999999999,134.48
T000236,U0184,P010,57.08,2025-05-29,-0.23163888151772247,57.08,2025,5,29,4,False,False,False,False,True,False,Medium,4.06182137051654,-0.10279329507881163,0.34590002808199943,Kiara Kulkarni,35,Other,Ghaziabad,2022-08-20,Product_010,Sports,1315.44,77,2025-05-29,300,4,54.525,109.05
T000237,U0001,P040,145.06,2024-05-07,1.705761185021545,124.071,2024,5,7,4,False,False,False,False,True,False,High,4.984017496191964,2.760063042456012,0.9635636057287279,Vihaan Sharma,35,Other,Jaipur,2022-09-08,Product_040,Grocery,4011.76,36,2024-08-20,582,3,145.06,145.06
T000238,U0147,P027,23.85,2023-06-25,-0.963393873687532,23.85,2023,6,25,2,False,False,True,False,False,False,Low,3.2128577525426376,-1.1840926369324396,0.11260881774782364,Ishaan Mehta,22,Male,Ghaziabad,2023-09-14,Product_027,Toys,2241.45,134,2025-10-25,151,12,23.85,23.85
T000239,U0135,P024,19.65,2023-02-11,-1.0558817150090247,21.137,2023,2,11,1,False,True,False,False,False,False,Low,3.027715319407042,-1.320760022902504,0.08312271833754561,Ishaan Mukherjee,24,Female,Mumbai,2023-02-03,Product_024,Home,2509.0,267,2025-05-02,327,8,19.65,85.44999999999999
T000240,U0100,P031,52.81,2025-03-03,-0.3256681868612399,52.81,2025,3,3,1,False,True,False,False,False,False,Medium,3.9854593235013285,-0.24173847081504357,0.3159224936815501,Anaya Mukherjee,30,Other,Visakhapatnam,2022-04-29,Product_031,Grocery,3035.94,111,2025-08-30,207,7,52.81,52.81
T000241,U0096,P017,68.75,2023-02-03,0.025345191868424995,68.75,2023,2,3,5,False,False,False,False,False,True,Medium,4.244917420701475,0.2769467987951529,0.42782926144341477,Aditya Khan,20,Female,Visakhapatnam,2023-02-14,Product_017,Beauty,3697.53,235,2025-09-16,190,5,63.525,108.61
T000242,U0092,P005,53.54,2024-05-08,-0.30959291920298054,53.54,2024,5,8,4,False,False,False,False,True,False,Medium,3.9989343774174424,-0.2179843775392944,0.3210474585790508,Reyansh Patel,39,Female,Delhi,2024-05-29,Product_005,Books,1178.99,18,2024-05-08,686,2,53.54,53.54
T000243,U0188,P043,15.79,2023-08-01,-1.1408824453663966,21.137,2023,8,1,5,False,False,False,False,False,True,Low,2.8207834710894493,-1.4463638585797536,0.05602358887952821,Muhammad Das,31,Female,Bengaluru,2022-06-10,Product_043,Home,3416.65,309,2025-03-04,386,8,72.71499999999999,142.34
T000244,U0198,P038,51.76,2024-11-11,-0.34879014719161316,51.76,2024,11,11,5,False,False,False,False,False,True,Medium,3.965753327849114,-0.2759053173075598,0.3085509688289806,Kabir Bose,33,Female,Visakhapatnam,2023-07-07,Product_038,Home,393.65,58,2025-10-29,147,3,51.76,51.76
T000245,U0035,P003,24.96,2024-11-24,-0.9389506584811376,24.96,2024,11,24,4,False,False,False,False,True,False,Low,3.2565568918358894,-1.1479733992117798,0.12040157259196854,Muhammad Reddy,38,Female,Pune,2023-07-07,Product_003,Beauty,3027.98,127,2025-07-26,242,5,24.96,24.96
T000246,U0165,P012,81.6,2025-08-09,0.30831394448299165,81.6,2025,8,9,5,False,False,False,False,False,True,Medium,4.414009680526933,0.6950839201559448,0.5180426846391463,Aarohi Ghosh,39,Other,Bhopal,2023-10-24,Product_012,Sports,4263.31,176,2025-08-09,228,3,93.79499999999999,81.6
T000247,U0179,P031,68.03,2024-01-09,0.009490133356169135,68.03,2024,1,9,5,False,False,False,False,False,True,Medium,4.234541192715384,0.25351810405742764,0.42277450154450996,Kabir Joshi,29,Female,Thane,2022-12-15,Product_031,Grocery,3035.94,111,2024-02-23,761,5,81.875,114.49000000000001
T000248,U0035,P005,31.06,2025-07-26,-0.8046230794189697,31.06,2025,7,26,5,False,False,False,False,False,True,Low,3.467609147181407,-0.9494802910171626,0.16322662173546756,Muhammad Reddy,38,Female,Pune,2023-07-07,Product_005,Books,1178.99,18,2025-07-26,242,5,48.975,122.17
T000249,U0010,P019,40.11,2023-03-31,-0.6053338022857535,40.11,2023,3,31,2,False,False,True,False,False,False,Low,3.716251400909787,-0.6549946141054763,0.22676214546475706,Diya Kulkarni,36,Female,Delhi,2024-01-18,Product_019,Home,523.79,441,2025-04-05,354,4,40.11,40.11
T000250,U0052,P003,28.92,2024-09-27,-0.8517478366637302,28.92,2024,9,27,4,False,False,False,False,True,False,Low,3.3985271531062766,-1.0191155781542904,0.14820275203594496,Vivaan Patel,28,Male,Nagpur,2024-01-16,Product_003,Beauty,3027.98,127,2025-10-08,168,12,28.92,57.08
T000251,U0132,P026,52.58,2025-08-27,-0.33073299721932176,52.58,2025,8,27,0,True,False,False,False,False,False,Medium,3.9811758641164627,-0.24922263718959486,0.3143077787138444,Aarav Chopra,32,Female,Bhopal,2022-01-07,Product_026,Beauty,3490.97,332,2025-08-27,210,6,52.58,52.58
T000252,U0065,P003,96.84,2024-01-27,0.643912682992408,96.84,2024,1,27,5,False,False,False,False,False,True,Medium,4.583333491378917,1.1909912921044643,0.625035102499298,Ira Gupta,38,Male,Bengaluru,2023-09-02,Product_003,Beauty,3027.98,127,2025-10-12,164,4,96.84,166.07
T000253,U0074,P023,30.22,2024-11-10,-0.8231206476832683,30.22,2024,11,10,1,False,True,False,False,False,False,Low,3.441058915087286,-0.9768137682111755,0.15732940185341193,Diya Gupta,44,Male,Kanpur,2022-10-19,Product_023,Books,1984.98,450,2025-02-16,402,6,30.22,133.3
T000254,U0070,P008,73.88,2025-06-13,0.13831248376824806,73.88,2025,6,13,4,False,False,False,False,True,False,Medium,4.315886832169337,0.4438762488014456,0.46384442572311146,Anaya Ghosh,26,Female,Nagpur,2022-05-15,Product_008,Books,4534.16,161,2025-06-13,285,2,73.88,73.88
T000255,U0103,P048,39.72,2025-03-02,-0.6139219589798921,39.72,2025,3,2,3,False,False,False,True,False,False,Low,3.7067193722422673,-0.6676851570884109,0.22402415051951696,Muhammad Mehta,29,Female,Bengaluru,2024-08-29,Product_048,Clothing,3666.72,295,2025-03-02,388,4,39.72,92.69999999999999
T000256,U0087,P012,33.93,2025-10-15,-0.7414230545159498,33.93,2025,10,15,3,False,False,False,True,False,False,Low,3.5533460588187404,-0.8560909106042852,0.18337545633249086,Kabir Mehta,39,Male,Kanpur,2022-08-04,Product_012,Sports,4263.31,176,2025-10-15,161,4,27.04,54.08
T000257,U0095,P034,51.2,2023-06-19,-0.3611218593678121,51.2,2023,6,19,4,False,False,False,False,True,False,Medium,3.955082494888593,-0.29412763543690157,0.3046194889076102,Muhammad Bose,28,Female,Jaipur,2024-06-04,Product_034,Books,474.01,362,2025-03-23,367,5,51.2,51.2
T000258,U0187,P028,29.34,2025-05-31,-0.842499052531581,29.34,2025,5,31,1,False,True,False,False,False,False,Low,3.4124669739203863,-1.005448839557284,0.15115136197697276,Vivaan Kulkarni,35,Other,Hyderabad,2024-08-28,Product_028,Home,3602.11,250,2025-05-31,298,7,53.685,149.75
T000259,U0155,P012,39.17,2024-08-24,-0.6260334620100875,39.17,2024,8,24,0,True,False,False,False,False,False,Low,3.693120448371191,-0.6855820766797287,0.2201628755967425,Diya Roy,34,Other,Ahmedabad,2023-03-22,Product_012,Sports,4263.31,176,2025-03-23,367,5,39.17,39.17
T000260,U0083,P007,26.61,2024-11-02,-0.9026161493905512,26.61,2024,11,2,1,False,True,False,False,False,False,Low,3.3181780259420632,-1.094282640437826,0.13198539736029202,Arjun Khan,43,Male,Thane,2023-07-19,Product_007,Books,2084.59,134,2025-10-23,153,8,26.61,103.51
T000262,U0155,P046,55.77,2023-12-08,-0.2604862796441879,55.77,2023,12,8,3,False,False,False,True,False,False,Medium,4.039008017182635,-0.1454205035599506,0.3367031732659366,Diya Roy,34,Other,Ahmedabad,2023-03-22,Product_046,Toys,4970.99,267,2025-03-23,367,5,55.77,95.67
T000263,U0177,P029,35.88,2025-07-04,-0.6984822710452567,35.88,2025,7,4,4,False,False,False,False,True,False,Low,3.607669398688393,-0.7926381956896125,0.19706543105869137,Ishaan Verma,32,Male,Vadodara,2022-10-27,Product_029,Clothing,128.31,289,2025-10-22,154,4,35.88,35.88
T000264,U0011,P047,62.08,2025-06-09,-0.12153430851594552,62.08,2025,6,9,4,False,False,False,False,True,False,Medium,4.1444037620948375,0.05990597393316972,0.38100252737994944,Myra Kapoor,28,Male,Nagpur,2022-03-22,Product_047,Electronics,1846.57,300,2025-06-10,288,4,64.58666666666666,62.08
T000265,U0071,P041,51.04,2023-06-03,-0.36464520570386905,51.04,2023,6,3,1,False,True,False,False,False,False,Medium,3.9520126536443043,-0.2993340120452851,0.3034962089300758,Kabir Roy,34,Female,Bengaluru,2022-01-10,Product_041,Home,3218.83,273,2024-09-03,568,8,51.04,96.39
T000266,U0172,P041,47.82,2025-01-14,-0.4355525507170134,47.82,2025,1,14,3,False,False,False,True,False,False,Low,3.888140064964814,-0.40411234128900103,0.280890199382196,Vihaan Kapoor,25,Other,Pune,2022-07-16,Product_041,Home,3218.83,273,2025-01-14,435,5,47.82,47.82
T000267,U0132,P048,78.93,2023-11-24,0.24951810250004303,78.93,2023,11,24,5,False,False,False,False,False,True,Medium,4.381151251637927,0.6082025105035471,0.49929795001404104,Aarav Chopra,32,Female,Bhopal,2022-01-07,Product_048,Clothing,3666.72,295,2025-08-27,210,6,78.93,120.87
T000268,U0008,P010,86.01,2025-06-16,0.4054261778705592,86.01,2025,6,16,0,True,False,False,False,False,False,Medium,4.466023054577933,0.8385846754245128,0.5490030890199382,Ishaan Reddy,38,Male,Lucknow,2022-04-15,Product_010,Sports,1315.44,77,2025-06-16,282,3,86.01,119.28
T000269,U0009,P009,39.71,2024-04-28,-0.6141421681258956,39.71,2024,4,28,1,False,True,False,False,False,False,Low,3.7064737625148876,-0.6680105556264347,0.22395394552092107,Aditya Bose,28,Male,Kanpur,2024-05-17,Product_009,Clothing,1799.44,163,2024-12-14,466,3,39.71,142.42
T000270,U0200,P042,38.65,2025-01-11,-0.6374843376022723,38.65,2025,1,11,4,False,False,False,False,True,False,Low,3.680090948080857,-0.7025028006569749,0.21651221566975568,Kiara Nair,22,Other,Jaipur,2022-01-27,Product_042,Home,4406.39,59,2025-08-24,213,6,59.7,38.65
T000271,U0099,P037,46.29,2023-11-11,-0.46924455005555715,46.29,2023,11,11,1,False,True,False,False,False,False,Low,3.8562988566557843,-0.4538983176066674,0.27014883459702327,Vihaan Kulkarni,32,Female,Kanpur,2024-01-17,Product_037,Clothing,1750.62,496,2025-08-26,211,5,46.29,110.1
T000272,U0174,P029,13.72,2025-01-31,-1.1864657385891322,21.137,2025,1,31,4,False,False,False,False,True,False,Low,2.6892071133007303,-1.5137213559507139,0.04149115417017692,Ira Kulkarni,34,Female,Hyderabad,2024-05-02,Product_029,Clothing,128.31,289,2025-09-23,183,7,13.72,13.72
T000273,U0114,P049,22.0,2023-10-09,-1.0041325656981896,22.0,2023,10,9,1,False,True,False,False,False,False,Low,3.1354942159291497,-1.2442913664668727,0.09962089300758213,Sai Singh,51,Male,Chennai,2022-05-31,Product_049,Home,1701.17,159,2025-09-19,187,7,22.0,83.97
T000274,U0136,P024,123.98,2024-10-05,1.2415603052460533,123.98,2024,10,5,3,False,False,False,True,False,False,High,4.828153724500936,2.074122924301499,0.8155714686885707,Anaya Bose,44,Other,Pune,2024-05-10,Product_024,Home,2509.0,267,2025-03-06,384,5,80.775,162.94
T000275,U0167,P018,146.49,2023-08-21,1.7372510929000533,124.071,2023,8,21,2,False,False,True,False,False,False,High,4.993760376871411,2.8065950333934393,0.9736029205279416,Sai Bose,38,Other,Kolkata,2022-11-10,Product_018,Electronics,2390.82,158,2025-05-03,326,4,146.49,146.49
T000276,U0007,P048,47.02,2025-10-19,-0.4531692823972976,47.02,2025,10,19,2,False,False,True,False,False,False,Low,3.8716175907931074,-0.430144224330918,0.275273799494524,Ishaan Sharma,44,Male,Indore,2022-12-15,Product_048,Clothing,3666.72,295,2025-10-19,157,4,47.02,47.02
T000277,U0133,P025,77.16,2023-08-30,0.21054108365741378,77.16,2023,8,30,0,True,False,False,False,False,False,Medium,4.358758007734528,0.5506069692733054,0.48687166526256664,Diya Singh,23,Female,Indore,2023-07-06,Product_025,Electronics,1408.97,272,2024-10-27,514,4,77.16,77.16
T000278,U0068,P050,65.81,2025-07-02,-0.03939629705661981,65.81,2025,7,2,4,False,False,False,False,True,False,Medium,4.2018527699373855,0.18127962861610794,0.40718899185622015,Sara Gupta,40,Female,Patna,2023-08-02,Product_050,Toys,2833.37,45,2025-07-02,266,4,88.555,207.19
T000280,U0052,P008,106.88,2023-06-01,0.865002665579976,106.88,2023,6,1,2,False,False,True,False,False,False,High,4.681019498271529,1.5176914242805226,0.6955209210895815,Vivaan Patel,28,Male,Nagpur,2024-01-16,Product_008,Books,4534.16,161,2025-10-08,168,12,113.615,122.91999999999999
T000281,U0116,P012,50.56,2025-06-30,-0.37521524471203954,50.56,2025,6,30,5,False,False,False,False,False,True,Medium,3.9427461780709865,-0.3149531418704352,0.30012636899747264,Aditya Roy,34,Female,Patna,2022-07-19,Product_012,Sports,4263.31,176,2025-06-30,268,11,54.52,111.63
T000282,U0023,P044,30.77,2024-12-12,-0.8110091446530729,30.77,2024,12,12,4,False,False,False,False,True,False,Low,3.4585224482814247,-0.9589168486198575,0.16119067677618648,Myra Reddy,32,Female,Ahmedabad,2022-09-10,Product_044,Beauty,1655.45,268,2024-12-12,468,5,30.77,30.77
T000283,U0182,P005,20.82,2024-08-17,-1.030117244926609,21.137,2024,8,17,0,True,False,False,False,False,False,Low,3.0828269804049246,-1.2826883939537004,0.09133670317326593,Vivaan Reddy,25,Male,Patna,2024-08-29,Product_005,Books,1178.99,18,2025-10-28,148,11,56.4225,104.02
T000284,U0077,P011,61.69,2023-12-23,-0.13012246521008414,61.69,2023,12,23,5,False,False,False,False,False,True,Medium,4.138201945285877,0.04721543095023516,0.3782645324347093,Vihaan Reddy,32,Female,Hyderabad,2024-06-30,Product_011,Electronics,1410.29,28,2025-09-13,193,6,61.69,61.69
T000285,U0093,P033,34.68,2023-09-06,-0.7249073685656833,34.68,2023,9,6,2,False,False,True,False,False,False,Low,3.5745903077118086,-0.8316860202524881,0.18864083122718336,Meera Ghosh,26,Male,Thane,2022-12-25,Product_033,Clothing,3874.48,45,2024-07-15,618,3,34.68,34.68
T000286,U0052,P009,23.26,2025-10-08,-0.9763862133017417,23.26,2025,10,8,2,False,False,True,False,False,False,Low,3.1888289035159043,-1.2032911506758535,0.10846672283066555,Vivaan Patel,28,Male,Nagpur,2024-01-16,Product_009,Clothing,1799.44,163,2025-10-08,168,12,23.26,157.13
T000287,U0007,P024,37.04,2025-01-25,-0.6729380101088445,37.04,2025,1,25,0,True,False,False,False,False,False,Low,3.6386382376771897,-0.7548919652788328,0.20520921089581576,Ishaan Sharma,44,Male,Indore,2022-12-15,Product_024,Home,2509.0,267,2025-10-19,157,4,37.04,37.04
T000288,U0120,P036,28.53,2023-06-26,-0.8603359933578688,28.53,2023,6,26,2,False,False,True,False,False,False,Low,3.3854066957558313,-1.0318061211372251,0.14546475709070486,Vihaan Roy,38,Male,Thane,2023-11-15,Product_036,Sports,1650.69,388,2025-08-19,218,4,28.53,28.53
T000289,U0017,P020,150.25,2025-09-07,1.8200497317973894,124.071,2025,9,7,3,False,False,False,True,False,False,High,5.018934096910951,2.928944883690449,1.0,Ishaan Gupta,23,Other,Pune,2023-07-01,Product_020,Toys,1595.75,428,2025-09-07,199,5,150.25,150.25
T000290,U0135,P027,92.66,2023-06-01,0.5518652599629223,92.66,2023,6,1,3,False,False,False,True,False,False,Medium,4.539671203755396,1.0549747032104477,0.5956894130862117,Ishaan Mukherjee,24,Female,Mumbai,2023-02-03,Product_027,Toys,2241.45,134,2025-05-02,327,8,92.66,92.66
T000291,U0033,P021,54.34,2023-06-01,-0.29197618752269616,54.34,2023,6,1,5,False,False,False,False,False,True,Medium,4.01349597435878,-0.19195249449737725,0.32666385846672286,Ishaan Amin,31,Male,Visakhapatnam,2024-07-23,Product_021,Books,3055.12,169,2025-02-03,415,7,54.34,134.43
T000292,U0116,P030,132.68,2024-12-06,1.4331422622691454,124.071,2024,12,6,5,False,False,False,False,False,True,High,4.895448884287139,2.3572196523823465,0.8766498174670037,Aditya Roy,34,Female,Patna,2022-07-19,Product_030,Home,685.55,28,2025-06-30,268,11,84.23,168.49
T000293,U0033,P050,57.19,2024-01-08,-0.2292165809116834,57.19,2024,1,8,0,True,False,False,False,False,False,Medium,4.063713518668578,-0.09921391116054806,0.3466722830665543,Ishaan Amin,31,Male,Visakhapatnam,2024-07-23,Product_050,Toys,2833.37,45,2025-02-03,415,7,54.465,57.19
T000294,U0197,P009,32.56,2025-10-26,-0.7715917075184366,32.56,2025,10,26,3,False,False,False,True,False,False,Low,3.5133348815990053,-0.900670510313568,0.17375737152485257,Kabir Roy,24,Male,Thane,2023-12-07,Product_009,Clothing,1799.44,163,2025-10-26,150,4,32.56,171.97
T000295,U0015,P008,136.17,2023-11-10,1.5099952542243853,124.071,2023,11,10,0,True,False,False,False,False,False,High,4.921221032490315,2.470783742152709,0.9011513619769727,Vihaan Bose,18,Female,Thane,2023-10-13,Product_008,Books,4534.16,161,2024-10-16,525,4,136.17,189.69
T000296,U0078,P011,75.44,2024-10-22,0.17266511054480252,75.44,2024,10,22,2,False,False,True,False,False,False,Medium,4.336506119372072,0.49463842073318387,0.4747964055040719,Vihaan Kapoor,29,Male,Jaipur,2022-10-16,Product_011,Electronics,1410.29,28,2024-10-22,519,4,75.44,75.44
T000297,U0182,P015,29.3,2024-08-04,-0.8433798891155952,29.3,2024,8,4,4,False,False,False,False,True,False,Low,3.4111477125153233,-1.00675043370938,0.15087054198258917,Vivaan Reddy,25,Male,Patna,2024-08-29,Product_015,Books,2286.25,251,2025-10-28,148,11,56.4225,104.02
T000298,U0021,P017,48.71,2024-07-16,-0.41595393672269704,48.71,2024,7,16,2,False,False,True,False,False,False,Low,3.906206120106581,-0.37515187140486833,0.2871384442572311,Ishaan Gupta,43,Male,Patna,2024-06-16,Product_017,Beauty,3697.53,235,2024-07-16,617,4,48.71,117.85
T000299,U0033,P041,32.29,2023-07-11,-0.7775373544605326,32.29,2023,7,11,4,False,False,False,False,True,False,Low,3.5052570515869337,-0.9094562708402152,0.17186183656276324,Ishaan Amin,31,Male,Visakhapatnam,2024-07-23,Product_041,Home,3218.83,273,2025-02-03,415,7,73.515,147.03
T000300,U0129,P042,23.82,2023-11-12,-0.9640545011255428,23.82,2023,11,12,2,False,False,True,False,False,False,Low,3.211649779776461,-1.1850688325465115,0.11239820275203594,Arjun Das,32,Male,Indore,2023-02-22,Product_042,Home,4406.39,59,2025-03-01,389,7,45.235,207.53
T000301,U0044,P043,95.17,2024-11-22,0.6071377556098145,95.17,2024,11,22,0,True,False,False,False,False,False,Medium,4.56611745872439,1.1366497362544625,0.6133108677337826,Aditya Nair,29,Male,Patna,2023-07-22,Product_043,Home,3416.65,309,2025-09-27,179,7,95.17,251.8
T000303,U0012,P042,23.59,2024-06-26,-0.9691193114836244,23.59,2024,6,26,0,True,False,False,False,False,False,Low,3.202339856228101,-1.1925529989210628,0.11078348778433024,Aarohi Singh,28,Other,Ghaziabad,2024-06-25,Product_042,Home,4406.39,59,2025-10-05,171,7,23.59,23.59
T000304,U0167,P014,76.54,2025-05-03,0.19688811660519365,76.54,2025,5,3,0,True,False,False,False,False,False,Medium,4.350793932242783,0.5304322599158201,0.4825189553496209,Sai Bose,38,Other,Kolkata,2022-11-10,Product_014,Beauty,3844.95,467,2025-05-03,326,4,76.54,76.54
T000305,U0159,P041,36.95,2025-10-16,-0.6749198924228764,36.95,2025,10,16,1,False,True,False,False,False,False,Low,3.636269503841639,-0.7578205521210484,0.20457736590845269,Aditya Khan,22,Female,Kolkata,2024-02-08,Product_041,Home,3218.83,273,2025-10-16,160,2,36.95,36.95
T000306,U0161,P035,40.76,2024-09-10,-0.5910202077955224,40.76,2024,9,10,4,False,False,False,False,True,False,Low,3.731938943574383,-0.6338437091339187,0.23132547037349058,Aarav Joshi,24,Female,Pune,2023-05-15,Product_035,Sports,2998.97,82,2025-10-12,164,5,40.76,40.76
T000307,U0124,P016,38.27,2025-04-11,-0.6458522851504073,38.27,2025,4,11,5,False,False,False,False,False,True,Low,3.6704608685899185,-0.7148679451018853,0.2138444257231115,Ishaan Ghosh,20,Other,Jaipur,2024-02-24,Product_016,Books,807.27,58,2025-04-11,348,3,38.27,194.22000000000003
T000308,U0077,P030,32.51,2023-05-03,-0.7726927532484544,32.51,2023,5,3,1,False,True,False,False,False,False,Low,3.511843901749219,-0.902297503003688,0.17340634653187303,Vihaan Reddy,32,Female,Hyderabad,2024-06-30,Product_030,Home,685.55,28,2025-09-13,193,6,52.480000000000004,104.96000000000001
T000309,U0041,P029,56.21,2025-09-18,-0.2507970772200316,56.21,2025,9,18,3,False,False,False,True,False,False,Medium,4.046728708280438,-0.1311029678868963,0.33979219320415616,Sara Mukherjee,37,Male,Vadodara,2024-02-13,Product_029,Clothing,128.31,289,2025-09-18,188,5,99.99000000000001,56.21
T000310,U0119,P014,33.16,2023-10-22,-0.7583791587582235,33.16,2023,10,22,4,False,False,False,False,True,False,Low,3.531055368920369,-0.8811465980321305,0.17796967144060655,Ira Roy,41,Male,Vadodara,2022-09-13,Product_014,Beauty,3844.95,467,2025-04-25,334,4,33.16,33.16
T000311,U0081,P046,64.22,2024-12-08,-0.07440955127118495,64.22,2024,12,8,4,False,False,False,False,True,False,Medium,4.177766170361173,0.12954126107029776,0.396026397079472,Vivaan Gupta,30,Other,Indore,2024-04-29,Product_046,Toys,4970.99,267,2025-04-08,351,6,63.91,114.28999999999999
T000312,U0103,P009,52.98,2023-08-06,-0.3219246313791796,52.98,2023,8,6,4,False,False,False,False,True,False,Medium,3.9886136075898584,-0.2362066956686364,0.3171159786576804,Muhammad Mehta,29,Female,Bengaluru,2024-08-29,Product_009,Clothing,1799.44,163,2025-03-02,388,4,52.98,92.69999999999999
T000313,U0082,P016,47.31,2023-09-08,-0.4467832171631946,47.31,2023,9,8,3,False,False,False,True,False,False,Low,3.8776385785663154,-0.4207076667282231,0.27730974445380513,Ishaan Verma,34,Male,Lucknow,2024-02-29,Product_016,Books,807.27,58,2025-10-02,174,7,49.14,188.73000000000002
T000314,U0069,P029,31.67,2023-10-16,-0.7911903215127529,31.67,2023,10,16,2,False,False,True,False,False,False,Low,3.4864572256129787,-0.9296309801977007,0.16750912664981746,Ira Nair,34,Female,Chennai,2023-11-17,Product_029,Clothing,128.31,289,2023-11-06,870,5,31.67,108.65
T000315,U0025,P004,38.63,2025-02-25,-0.6379247558942793,38.63,2025,2,25,4,False,False,False,False,True,False,Low,3.679586407202344,-0.7031535977330227,0.2163718056725639,Saanvi Bose,27,Female,Kolkata,2022-05-22,Product_004,Toys,2600.12,229,2025-10-02,174,6,32.49,86.45
T000316,U0158,P027,85.9,2023-11-24,0.4030038772645201,85.9,2023,11,24,2,False,False,True,False,False,False,Medium,4.464758032271346,0.8350052915062491,0.5482308340353833,Saanvi Khan,35,Female,Kolkata,2024-04-30,Product_027,Toys,2241.45,134,2025-05-29,300,5,107.86500000000001,126.52000000000001
